message,is_toxic
shiny,0
nice bug how did this ever work,0
omg you are right removing now,0
dude your name goes first tim,0
thanks scrap my sugestion,0
so would not has64bit chip or something like that be ideal it would even be x86 agnostic,0
col beans,0
swet,0
awesome wil do,0
oh awesome would there be single pdf so it could be given to some build enginer for reading btw shal we merge it today,0
tomalbran you are awesome updated,0
this is prety awesome,0
col,0
this is awesome 1,0
fantastic this is definitely helpful,0
whoa nice catch,0
terminal based btw this is loking awesome omg i love this 3 1,0
love it d,0
docs awesome 1,0
it is a god point to raise but i think we are ok with this one in practice al of the close methods wil close whatever frame is outstanding on the stackok col,0
fantastic work,0
ha col,0
fantastic idea,0
this is fantastic,0
i am not sure how such problem are managed here on other projects we wil capture an outstanding to do ticket linking to comit lines of code as a reminder go is so col,0
oh right it wil be the clas name not the node name col,0
col tip,0
this is prety col,0
that is an excelent question,0
i did not know you could share the ipc namespace like this prety col 1,0
yep thats col,0
i love it,0
outstanding,0
outstanding,0
perfect,0
perfect,0
yup stil works god old regex magic,0
that is a funy github feature bug,0
you two are my heroes metal,0
super,0
super 1 swet,0
log agent advanced usage sounds perfect,0
1 love it,0
gotcha perfect,0
the backslashes were perfectly indented before,0
it is perfectly normal for the exemplar timestamp to apear in the future relative to when the scrape started,0
wel swet,0
what is our strategy for docstrings for methods that are redundant with the super clas method,0
great,0
it is important that we are super clear about this when an integration is mixing both async and sync api,0
yup,0
great job,0
col catch sounds swet,0
swet trick,0
fantastic coments,0
swet yep works,0
alright swet,0
